Timestamp,Buildid,Cellname,Productarticlenumber,Lost Time in minutes,Linename,Product_expectedbuildtime,Actual_buildtime_step,Process_losttime,Interferencecomment,Interferencecategorymain,Interferencecategorysub,Productname
2023-11-07T04:28:54.071-08:00,623941,Kitting,5370-273-214,0,Model Value Stream,600,90,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-07T04:39:56.303-08:00,623943,Kitting,5370-273-214,0,Model Value Stream,600,127,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-07T04:48:20.250-08:00,623944,Kitting,5370-273-214,0,Model Value Stream,600,95,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-07T05:05:50.646-08:00,623945,Kitting,5370-273-214,0,Model Value Stream,600,159,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-07T05:22:49.782-08:00,623946,Kitting,5370-273-214,0,Model Value Stream,600,92,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-07T07:51:42.242-08:00,623952,Kitting,5370-273-214,0,Model Value Stream,600,118,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-07T08:04:51.838-08:00,623354,Kitting,5371-273-003,0,Model Value Stream,720,169,0,,,,5371-273-003_CL/BK UM-210-1020 90V
2023-11-07T08:08:55.502-08:00,623355,Kitting,5371-273-003,0,Model Value Stream,720,191,0,,,,5371-273-003_CL/BK UM-210-1020 90V
2023-11-07T10:04:00.668-08:00,623379,Kitting,5371-273-003,0,Model Value Stream,720,174,0,,,,5371-273-003_CL/BK UM-210-1020 90V
2023-11-07T09:26:59.404-08:00,623707,Hub-Shaft-Armature Assembly,5371-273-045,8.616322,Model Value Stream,720,942,517,Not knowing what shaft to make- no flow ,Long Machining Cycle Time,,5371-273-045_CL BK UM-215-2030 90V
2023-11-07T04:57:27.092-08:00,623889,Housing Assembly,5370-273-248,0,Model Value Stream,600,331,0,,,,5370-273-248_C/B UM-100-1020FBC 24V GEN2
2023-11-07T05:39:31.680-08:00,623872,Final Assembly,5370-169-204,0,Model Value Stream,360,94,0,,,,5370-169-204_BK EM-50-20 90V GEN2
2023-11-07T04:46:43.642-08:00,623408,Final Assembly,5370-169-258,0,Model Value Stream,720,3,0,,,,5370-169-258_BK EM-180-20MBFB 24V GEN12
2023-11-07T05:29:51.018-08:00,623888,Final Assembly,5370-273-209,0,Model Value Stream,600,32,0,,,,5370-273-209_C/B UM-100-1020 90V GEN2
2023-11-07T05:29:09.962-08:00,623890,Final Assembly,5370-273-248,0,Model Value Stream,600,198,0,,,,5370-273-248_C/B UM-100-1020FBC 24V GEN2
2023-11-07T07:31:19.637-08:00,623876,Final Assembly,5371-169-023,0,Model Value Stream,480,4,0,,,,5371-169-023_BK EM-210-20 90V
2023-11-07T09:13:18.983-08:00,623966,Final Assembly,5371-170-048,0,Model Value Stream,600,10,0,,,,"5371-170-048_EM-210/ERS-68, 90V,10 FT/LB"
2023-11-07T05:47:31.808-08:00,623872,Burnish and Inspection,5370-169-204,0,Model Value Stream,360,163,0,,,,5370-169-204_BK EM-50-20 90V GEN2
2023-11-07T05:04:57.482-08:00,623408,Burnish and Inspection,5370-169-258,4.199832,Model Value Stream,720,612,252,Cycle times not meeting with other cells ,Incorrect Standard Work,,5370-169-258_BK EM-180-20MBFB 24V GEN12
2023-11-07T04:14:00.680-08:00,623726,Burnish and Inspection,5370-169-259,0,Model Value Stream,720,694,0,,,,5370-169-259-BK EM-180-20MBFB 90V GEN2
2023-11-07T04:55:56.195-08:00,623277,Pack Station,5370-169-272,0,Model Value Stream,720,77,0,,,,5370-169-272_GEN2 EUM-180-20MBFB 90V
2023-11-07T05:36:37.941-08:00,623890,Pack Station,5370-273-248,0,Model Value Stream,600,4,0,,,,5370-273-248_C/B UM-100-1020FBC 24V GEN2
2023-11-07T07:44:02.071-08:00,623681,Pack Station,5371-169-023,0,Model Value Stream,480,97,0,,,,5371-169-023_BK EM-210-20 90V
2023-11-07T09:16:14.449-08:00,623966,Pack Station,5371-170-048,0,Model Value Stream,600,94,0,,,,"5371-170-048_EM-210/ERS-68, 90V,10 FT/LB"
2023-11-06T09:14:29.138-08:00,623872,Kitting,5370-169-204,0,Model Value Stream,360,74,0,,,,5370-169-204_BK EM-50-20 90V GEN2
2023-11-06T07:00:26.531-08:00,623277,Kitting,5370-169-272,0,Model Value Stream,720,258,0,,,,5370-169-272_GEN2 EUM-180-20MBFB 90V
2023-11-06T08:44:17.124-08:00,623888,Kitting,5370-273-209,0,Model Value Stream,600,114,0,,,,5370-273-209_C/B UM-100-1020 90V GEN2
2023-11-06T08:15:01.561-08:00,623890,Kitting,5370-273-248,0,Model Value Stream,600,111,0,,,,5370-273-248_C/B UM-100-1020FBC 24V GEN2
2023-11-06T04:54:38.058-08:00,623757,Kitting,5370-273-323,0,Model Value Stream,600,116,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T05:05:47.113-08:00,623759,Kitting,5370-273-323,0,Model Value Stream,600,55,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T05:20:59.539-08:00,623760,Kitting,5370-273-323,0,Model Value Stream,600,128,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T05:52:31.490-08:00,623764,Kitting,5370-273-323,0,Model Value Stream,600,0,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T06:48:33.588-08:00,623766,Kitting,5370-273-323,0,Model Value Stream,600,143,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T10:05:03.722-08:00,623681,Kitting,5371-169-023,0,Model Value Stream,480,136,0,,,,5371-169-023_BK EM-210-20 90V
2023-11-06T10:14:33.611-08:00,623877,Kitting,5371-169-023,0,Model Value Stream,480,114,0,,,,5371-169-023_BK EM-210-20 90V
2023-11-06T11:04:24.113-08:00,623825,Kitting,5371-169-078,0.683306,Model Value Stream,900,325,41,N/A,Incorrect Kitting Standard Time,,5371-169-078_BK EUM-210-20FBB-32 90V LK
2023-11-06T04:34:00.643-08:00,623676,Hub-Shaft-Armature Assembly,5370-169-214,0,Model Value Stream,360,16,0,,,,5370-169-214_BK EM-180-20 90V GEN2
2023-11-06T11:16:13.682-08:00,623726,Hub-Shaft-Armature Assembly,5370-169-259,0,Model Value Stream,720,103,0,,,,5370-169-259-BK EM-180-20MBFB 90V GEN2
2023-11-06T06:07:36.642-08:00,623869,Hub-Shaft-Armature Assembly,5370-169-278,0,Model Value Stream,720,4,0,,,,5370-169-278_BK EM-50-20FBB 24V GEN2
2023-11-06T04:34:27.569-08:00,623882,Hub-Shaft-Armature Assembly,5370-169-289,0,Model Value Stream,720,6,0,,,,5370-169-289_BK EM-180-20FBB 90V GEN2
2023-11-06T05:17:05.747-08:00,623874,Hub-Shaft-Armature Assembly,5370-270-204,0,Model Value Stream,360,12,0,,,,5370-270-204_CL EM-50-10 90V GEN2
2023-11-06T09:25:22.351-08:00,623750,Hub-Shaft-Armature Assembly,5370-273-323,0,Model Value Stream,600,4,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:25:27.229-08:00,623757,Hub-Shaft-Armature Assembly,5370-273-323,0,Model Value Stream,600,19,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T09:04:26.802-08:00,623760,Hub-Shaft-Armature Assembly,5370-273-323,0,Model Value Stream,600,32,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:48:12.697-08:00,623762,Hub-Shaft-Armature Assembly,5370-273-323,0,Model Value Stream,600,2,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T12:05:57.537-08:00,623531,Housing Assembly,5370-169-272,0,Model Value Stream,720,463,0,,,,5370-169-272_GEN2 EUM-180-20MBFB 90V
2023-11-06T06:00:50.443-08:00,623884,Housing Assembly,5370-273-204,0,Model Value Stream,600,4,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-06T11:09:02.681-08:00,623759,Housing Assembly,5370-273-323,4.766476,Model Value Stream,600,886,286,Forgot to validate ,Operator Error/Mistake,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T09:19:41.745-08:00,623762,Housing Assembly,5370-273-323,0,Model Value Stream,600,9,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T04:22:37.426-08:00,623728,Final Assembly,5370-169-262,0,Model Value Stream,360,335,0,,,,5370-169-262_BK EUM-180-20FBB-LK 90 GEN2
2023-11-06T05:26:44.265-08:00,623883,Final Assembly,5370-169-289,0,Model Value Stream,720,3,0,,,,5370-169-289_BK EM-180-20FBB 90V GEN2
2023-11-06T06:15:17.342-08:00,623886,Final Assembly,5370-273-204,0,Model Value Stream,600,168,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-06T10:53:58.143-08:00,623750,Final Assembly,5370-273-323,0,Model Value Stream,600,1,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:47:55.691-08:00,623757,Final Assembly,5370-273-323,0,Model Value Stream,600,103,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T04:54:31.120-08:00,623728,Burnish and Inspection,5370-169-262,24.365692,Model Value Stream,360,1822,1462,Mbrain pick list incorrect- causing confusion on line ,MBrain Error,,5370-169-262_BK EUM-180-20FBB-LK 90 GEN2
2023-11-06T05:41:05.385-08:00,623874,Burnish and Inspection,5370-270-204,0,Model Value Stream,360,5,0,,,,5370-270-204_CL EM-50-10 90V GEN2
2023-11-06T05:09:59.003-08:00,623870,Burnish and Inspection,5370-270-229,0,Model Value Stream,360,315,0,,,,5370-270-229_CL EM-180-30 90V GEN2
2023-11-06T11:26:57.289-08:00,623751,Burnish and Inspection,5370-273-323,0,Model Value Stream,600,364,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:14:32.037-08:00,623755,Burnish and Inspection,5370-273-323,0,Model Value Stream,600,462,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:06:38.305-08:00,623765,Burnish and Inspection,5370-273-323,3.033212,Model Value Stream,600,782,182,"Wait for housing- rest Break, TL do housing assembly ",Punctuality/Attendance ,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T07:32:15.425-08:00,623871,Pack Station,5370-169-203,0,Model Value Stream,360,116,0,,,,5370-169-203_BK EM-50-20 24V GEN2
2023-11-06T05:42:47.503-08:00,623883,Pack Station,5370-169-289,0,Model Value Stream,720,114,0,,,,5370-169-289_BK EM-180-20FBB 90V GEN2
2023-11-06T08:15:45.852-08:00,623755,Pack Station,5370-273-323,0,Model Value Stream,600,70,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T10:09:11.064-08:00,623762,Pack Station,5370-273-323,0,Model Value Stream,600,93,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:08:36.133-08:00,623765,Pack Station,5370-273-323,0,Model Value Stream,600,113,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-07T04:31:32.022-08:00,623942,Kitting,5370-273-214,0,Model Value Stream,600,84,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-07T06:16:27.415-08:00,623947,Kitting,5370-273-214,0,Model Value Stream,600,84,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-07T06:19:16.923-08:00,623948,Kitting,5370-273-214,0,Model Value Stream,600,82,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-07T08:13:14.164-08:00,623377,Kitting,5371-273-003,0,Model Value Stream,720,180,0,,,,5371-273-003_CL/BK UM-210-1020 90V
2023-11-07T05:02:25.286-08:00,623888,Hub-Shaft-Armature Assembly,5370-273-209,0,Model Value Stream,600,8,0,,,,5370-273-209_C/B UM-100-1020 90V GEN2
2023-11-07T04:30:37.311-08:00,623889,Hub-Shaft-Armature Assembly,5370-273-248,7.266376,Model Value Stream,600,698,436,M.E in cell for elmass,Other,Other,5370-273-248_C/B UM-100-1020FBC 24V GEN2
2023-11-07T04:33:20.982-08:00,623890,Hub-Shaft-Armature Assembly,5370-273-248,0,Model Value Stream,600,158,0,,,,5370-273-248_C/B UM-100-1020FBC 24V GEN2
2023-11-07T10:14:37.462-08:00,623354,Hub-Shaft-Armature Assembly,5371-273-003,0,Model Value Stream,720,380,0,,,,5371-273-003_CL/BK UM-210-1020 90V
2023-11-07T04:26:33.844-08:00,623277,Housing Assembly,5370-169-272,0,Model Value Stream,720,4,0,,,,5370-169-272_GEN2 EUM-180-20MBFB 90V
2023-11-07T04:51:49.779-08:00,623485,Housing Assembly,5371-271-003,0,Model Value Stream,360,7,0,,,,5371-271-003_CL UM-210-1040 90V
2023-11-07T05:01:49.368-08:00,623889,Final Assembly,5370-273-248,0,Model Value Stream,600,16,0,,,,5370-273-248_C/B UM-100-1020FBC 24V GEN2
2023-11-07T07:21:16.464-08:00,623485,Final Assembly,5371-271-003,0,Model Value Stream,360,4,0,,,,5371-271-003_CL UM-210-1040 90V
2023-11-07T04:35:56.332-08:00,623531,Burnish and Inspection,5370-169-272,0,Model Value Stream,720,701,0,,,,5370-169-272_GEN2 EUM-180-20MBFB 90V
2023-11-07T05:36:29.277-08:00,623890,Burnish and Inspection,5370-273-248,0,Model Value Stream,600,271,0,,,,5370-273-248_C/B UM-100-1020FBC 24V GEN2
2023-11-07T07:55:45.759-08:00,623877,Burnish and Inspection,5371-169-023,0,Model Value Stream,480,3,0,,,,5371-169-023_BK EM-210-20 90V
2023-11-07T05:49:14.619-08:00,623872,Pack Station,5370-169-204,0,Model Value Stream,360,95,0,,,,5370-169-204_BK EM-50-20 90V GEN2
2023-11-07T04:25:30.230-08:00,623727,Pack Station,5370-169-259,0,Model Value Stream,720,78,0,,,,5370-169-259-BK EM-180-20MBFB 90V GEN2
2023-11-07T07:57:28.381-08:00,623877,Pack Station,5371-169-023,0,Model Value Stream,480,97,0,,,,5371-169-023_BK EM-210-20 90V
2023-11-06T07:36:20.426-08:00,623408,Kitting,5370-169-258,0,Model Value Stream,720,181,0,,,,5370-169-258_BK EM-180-20MBFB 24V GEN12
2023-11-06T07:25:56.596-08:00,623531,Kitting,5370-169-272,0,Model Value Stream,720,171,0,,,,5370-169-272_GEN2 EUM-180-20MBFB 90V
2023-11-06T05:33:22.866-08:00,623762,Kitting,5370-273-323,0,Model Value Stream,600,113,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T11:32:58.689-08:00,623707,Kitting,5371-273-045,5.449782,Model Value Stream,720,611,327,Parts by the Cafe.,Incorrect Kitting Standard Time,,5371-273-045_CL BK UM-215-2030 90V
2023-11-06T06:17:43.735-08:00,623871,Hub-Shaft-Armature Assembly,5370-169-203,0,Model Value Stream,360,37,0,,,,5370-169-203_BK EM-50-20 24V GEN2
2023-11-06T11:35:49.301-08:00,623277,Hub-Shaft-Armature Assembly,5370-169-272,0,Model Value Stream,720,24,0,,,,5370-169-272_GEN2 EUM-180-20MBFB 90V
2023-11-06T11:54:58.192-08:00,623531,Hub-Shaft-Armature Assembly,5370-169-272,0,Model Value Stream,720,15,0,,,,5370-169-272_GEN2 EUM-180-20MBFB 90V
2023-11-06T05:42:36.705-08:00,623884,Hub-Shaft-Armature Assembly,5370-273-204,0,Model Value Stream,600,4,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-06T10:55:05.532-08:00,623706,Hub-Shaft-Armature Assembly,5370-273-253,0,Model Value Stream,720,69,0,,,,5370-273-253_C/B UM-180-1020FBC 24V GEN2
2023-11-06T08:57:36.736-08:00,623754,Hub-Shaft-Armature Assembly,5370-273-323,0,Model Value Stream,600,3,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T06:54:07.709-08:00,623766,Hub-Shaft-Armature Assembly,5370-273-323,0,Model Value Stream,600,8,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T07:00:41.791-08:00,623871,Housing Assembly,5370-169-203,0,Model Value Stream,360,17,0,,,,5370-169-203_BK EM-50-20 24V GEN2
2023-11-06T11:51:01.929-08:00,623726,Housing Assembly,5370-169-259,0,Model Value Stream,720,22,0,,,,5370-169-259-BK EM-180-20MBFB 90V GEN2
2023-11-06T11:57:29.691-08:00,623727,Housing Assembly,5370-169-259,0,Model Value Stream,720,383,0,,,,5370-169-259-BK EM-180-20MBFB 90V GEN2
2023-11-06T05:38:01.962-08:00,623874,Housing Assembly,5370-270-204,5.449782,Model Value Stream,360,687,327,Working slower than cycle time ,Operator Error/Mistake,,5370-270-204_CL EM-50-10 90V GEN2
2023-11-06T06:20:23.894-08:00,623887,Housing Assembly,5370-273-204,0,Model Value Stream,600,478,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-06T11:33:32.904-08:00,623706,Housing Assembly,5370-273-253,10.716238,Model Value Stream,720,1243,643,"Forgot to validate, slower than cycle time ",Operator Error/Mistake,,5370-273-253_C/B UM-180-1020FBC 24V GEN2
2023-11-06T08:43:56.092-08:00,623757,Housing Assembly,5370-273-323,3.099876,Model Value Stream,600,786,186,Forgot to validate ,Operator Error/Mistake,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:11:51.773-08:00,623758,Housing Assembly,5370-273-323,0,Model Value Stream,600,211,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T07:43:35.069-08:00,623764,Housing Assembly,5370-273-323,0,Model Value Stream,600,181,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T05:02:10.576-08:00,623870,Final Assembly,5370-270-229,0,Model Value Stream,360,7,0,,,,5370-270-229_CL EM-180-30 90V GEN2
2023-11-06T04:23:28.679-08:00,623875,Final Assembly,5370-273-235,0,Model Value Stream,720,5,0,,,,5370-273-235-C-B UM-180-2030 90V AF GEN2
2023-11-06T11:18:30.135-08:00,623751,Final Assembly,5370-273-323,0,Model Value Stream,600,252,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T09:03:43.482-08:00,623754,Final Assembly,5370-273-323,0,Model Value Stream,600,1,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:12:33.409-08:00,623758,Final Assembly,5370-273-323,0,Model Value Stream,600,31,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:35:16.885-08:00,623763,Final Assembly,5370-273-323,0,Model Value Stream,600,1,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T07:29:27.902-08:00,623869,Burnish and Inspection,5370-169-278,2.549898,Model Value Stream,720,873,153,Cycle times not meeting with other cells ,Incorrect Standard Work,,5370-169-278_BK EM-50-20FBB 24V GEN2
2023-11-06T05:33:56.846-08:00,623882,Burnish and Inspection,5370-169-289,0,Model Value Stream,720,693,0,,,,5370-169-289_BK EM-180-20FBB 90V GEN2
2023-11-06T05:40:48.596-08:00,623883,Burnish and Inspection,5370-169-289,0,Model Value Stream,720,399,0,,,,5370-169-289_BK EM-180-20FBB 90V GEN2
2023-11-06T06:58:21.334-08:00,623886,Burnish and Inspection,5370-273-204,9.866272,Model Value Stream,600,1192,592,"Wait for housing- slower than cycle time, used wrong screws in housing, back from break late ",Operator Error/Mistake,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-06T05:04:31.598-08:00,623875,Burnish and Inspection,5370-273-235,0,Model Value Stream,720,588,0,,,,5370-273-235-C-B UM-180-2030 90V AF GEN2
2023-11-06T12:08:38.753-08:00,623706,Burnish and Inspection,5370-273-253,17.66596,Model Value Stream,720,1660,1060,"Cycle times not meeting with other cells, assembly quality, hub not pressed down all the way ",Incorrect Standard Work,,5370-273-253_C/B UM-180-1020FBC 24V GEN2
2023-11-06T09:05:52.009-08:00,623756,Burnish and Inspection,5370-273-323,0,Model Value Stream,600,461,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T10:46:52.634-08:00,623760,Burnish and Inspection,5370-273-323,29.182166,Model Value Stream,600,2351,1751,"Wait for housing- not following standard, TL step offline ",Incorrect Standard Work,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T10:07:31.279-08:00,623762,Burnish and Inspection,5370-273-323,1.616602,Model Value Stream,600,697,97,TL step offline ,Punctuality/Attendance ,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:50:10.363-08:00,623763,Burnish and Inspection,5370-273-323,2.566564,Model Value Stream,600,754,154,Wait for housing- not following standard ,Incorrect Standard Work,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T07:30:12.656-08:00,623869,Pack Station,5370-169-278,0,Model Value Stream,720,37,0,,,,5370-169-278_BK EM-50-20FBB 24V GEN2
2023-11-06T06:19:40.153-08:00,623884,Pack Station,5370-273-204,0,Model Value Stream,600,76,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-06T07:00:17.155-08:00,623886,Pack Station,5370-273-204,0,Model Value Stream,600,111,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-06T07:15:56.534-08:00,623887,Pack Station,5370-273-204,0,Model Value Stream,600,68,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-06T09:26:49.872-08:00,623754,Pack Station,5370-273-323,0,Model Value Stream,600,61,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:30:58.540-08:00,623758,Pack Station,5370-273-323,0,Model Value Stream,600,83,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:38:37.276-08:00,623761,Pack Station,5370-273-323,0,Model Value Stream,600,69,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T08:51:22.797-08:00,623763,Pack Station,5370-273-323,0,Model Value Stream,600,68,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T07:55:14.373-08:00,623764,Pack Station,5370-273-323,0,Model Value Stream,600,105,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-06T11:04:54.801-08:00,623766,Pack Station,5370-273-323,0,Model Value Stream,600,465,0,,,,5370-273-323_HD C/B UM180-1020 90V GEN2
2023-11-03T08:38:35.914-07:00,623676,Kitting,5370-169-214,0,Model Value Stream,360,84,0,,,,5370-169-214_BK EM-180-20 90V GEN2
2023-11-03T08:02:15.186-07:00,623728,Kitting,5370-169-262,4.58315,Model Value Stream,360,559,275,"Part by the Cafe.  Mbrain pick list unorganized, takes longer to get parts.",Incorrect Kitting Standard Time,Kitting distance,5370-169-262_BK EUM-180-20FBB-LK 90 GEN2
2023-11-03T09:11:39.121-07:00,623883,Kitting,5370-169-289,0,Model Value Stream,720,74,0,,,,5370-169-289_BK EM-180-20FBB 90V GEN2
2023-11-03T09:19:36.431-07:00,623884,Kitting,5370-273-204,0,Model Value Stream,600,100,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-03T10:34:08.783-07:00,623885,Kitting,5370-273-204,0,Model Value Stream,600,106,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-03T10:38:14.474-07:00,623886,Kitting,5370-273-204,0,Model Value Stream,600,106,0,,,,5370-273-204_C/B UM-50-1020 90V GEN2
2023-11-03T05:16:50.882-07:00,623797,Kitting,5370-273-214,0,Model Value Stream,600,94,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T05:41:29.098-07:00,623800,Kitting,5370-273-214,0,Model Value Stream,600,93,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T06:48:34.142-07:00,623857,Kitting,5370-273-214,0,Model Value Stream,600,103,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T07:12:13.469-07:00,623860,Kitting,5370-273-214,0,Model Value Stream,600,125,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T11:15:14.857-07:00,623726,Hub-Shaft-Armature Assembly,5370-169-259,0,Model Value Stream,720,12,0,,,,5370-169-259-BK EM-180-20MBFB 90V GEN2
2023-11-03T11:15:23.668-07:00,623727,Hub-Shaft-Armature Assembly,5370-169-259,0,Model Value Stream,720,3,0,,,,5370-169-259-BK EM-180-20MBFB 90V GEN2
2023-11-03T11:33:53.886-07:00,623728,Hub-Shaft-Armature Assembly,5370-169-262,0,Model Value Stream,360,52,0,,,,5370-169-262_BK EUM-180-20FBB-LK 90 GEN2
2023-11-03T04:31:48.737-07:00,623776,Hub-Shaft-Armature Assembly,5370-273-214,0,Model Value Stream,600,13,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T05:19:29.714-07:00,623782,Hub-Shaft-Armature Assembly,5370-273-214,0,Model Value Stream,600,1,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T05:37:26.010-07:00,623785,Hub-Shaft-Armature Assembly,5370-273-214,0,Model Value Stream,600,2,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T05:48:54.730-07:00,623787,Hub-Shaft-Armature Assembly,5370-273-214,0,Model Value Stream,600,4,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T06:18:53.822-07:00,623789,Hub-Shaft-Armature Assembly,5370-273-214,0,Model Value Stream,600,12,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T06:58:24.525-07:00,623791,Hub-Shaft-Armature Assembly,5370-273-214,0,Model Value Stream,600,2,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T07:09:48.490-07:00,623792,Hub-Shaft-Armature Assembly,5370-273-214,0,Model Value Stream,600,13,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T10:35:29.869-07:00,623798,Hub-Shaft-Armature Assembly,5370-273-214,0,Model Value Stream,600,4,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T07:45:18.798-07:00,623860,Hub-Shaft-Armature Assembly,5370-273-214,0,Model Value Stream,600,3,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T11:43:29.680-07:00,623875,Hub-Shaft-Armature Assembly,5370-273-235,0,Model Value Stream,720,96,0,,,,5370-273-235-C-B UM-180-2030 90V AF GEN2
2023-11-03T12:06:33.383-07:00,623728,Housing Assembly,5370-169-262,17.282642,Model Value Stream,360,1517,1037, ,Other,,5370-169-262_BK EUM-180-20FBB-LK 90 GEN2
2023-11-03T04:27:40.425-07:00,623773,Housing Assembly,5370-273-214,0,Model Value Stream,600,7,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T04:28:16.641-07:00,623774,Housing Assembly,5370-273-214,0,Model Value Stream,600,25,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T04:29:26.171-07:00,623775,Housing Assembly,5370-273-214,0,Model Value Stream,600,2,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T05:17:30.830-07:00,623780,Housing Assembly,5370-273-214,0,Model Value Stream,600,38,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T05:46:05.159-07:00,623785,Housing Assembly,5370-273-214,0,Model Value Stream,600,1,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T06:23:40.730-07:00,623788,Housing Assembly,5370-273-214,0,Model Value Stream,600,376,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T07:02:10.893-07:00,623789,Housing Assembly,5370-273-214,0,Model Value Stream,600,6,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
2023-11-03T07:08:12.368-07:00,623790,Housing Assembly,5370-273-214,0,Model Value Stream,600,351,0,,,,5370-273-214_C/B UM-180-1020 90V GEN2
